RowNumber,FieldName,ErrorCode,Message
400,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
400,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
401,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
401,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
401,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
401,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
402,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
402,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
402,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
402,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
403,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
403,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
403,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
403,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
404,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
404,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
404,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
404,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
405,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
405,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
405,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
405,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
406,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
406,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
406,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
406,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
407,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
407,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
407,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
407,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
408,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
408,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
408,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
408,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
409,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
409,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
409,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
409,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
410,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
410,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
410,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
410,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
411,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
411,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
411,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
411,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
412,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
412,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
412,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
412,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
413,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
413,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
413,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
413,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
414,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
414,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
414,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
414,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
415,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
415,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
415,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
415,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
416,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
416,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
416,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
416,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
417,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
417,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
417,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
417,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
418,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
418,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
418,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
418,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
419,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
419,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
419,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
419,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
420,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
420,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
420,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
420,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
421,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
421,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
421,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
421,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
422,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
422,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
422,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
422,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
423,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
423,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
423,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
423,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
424,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
424,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
424,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
424,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
425,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
425,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
425,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
425,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
426,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
426,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
426,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
426,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
427,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
427,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
427,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
427,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
428,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
428,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
428,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
428,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
429,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
429,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
429,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
429,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
430,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
430,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
430,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
430,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
431,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
431,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
431,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
431,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
432,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
432,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
432,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
432,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
433,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
433,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
433,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
433,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
434,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
434,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
434,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
